onet_code,skill_clean,importance,skill,source
51-4122.00,linux,3.0,Linux,tech
51-4122.00,mathematics,2.6,Mathematics,knowledge
51-4122.00,mechanical,2.82,Mechanical,knowledge
51-4122.00,microsoft excel,3.0,Microsoft Excel,tech
51-4122.00,microsoft office software,3.0,Microsoft Office software,tech
51-4122.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-4122.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
51-4122.00,microsoft windows,3.0,Microsoft Windows,tech
51-4122.00,microsoft word,3.0,Microsoft Word,tech
51-4122.00,monitoring,3.0,Monitoring,skill
51-4122.00,operation and control,3.25,Operation and Control,skill
51-4122.00,operations monitoring,3.38,Operations Monitoring,skill
51-4122.00,production and processing,3.8,Production and Processing,knowledge
51-4122.00,public safety and security,2.91,Public Safety and Security,knowledge
51-4122.00,reading comprehension,3.0,Reading Comprehension,skill
51-4122.00,sap software,3.0,SAP software,tech
51-4122.00,speaking,3.0,Speaking,skill
51-4122.00,spreadsheet software,3.0,Spreadsheet software,tech
51-4122.00,time management,2.62,Time Management,skill
51-4122.00,tool center point tcp setting software,3.0,Tool center point TCP setting software,tech
51-4122.00,word processing software,3.0,Word processing software,tech
51-4191.00,active learning,2.75,Active Learning,skill
51-4191.00,active listening,3.12,Active Listening,skill
51-4191.00,administration and management,2.75,Administration and Management,knowledge
51-4191.00,chemistry,2.71,Chemistry,knowledge
51-4191.00,complex problem solving,2.75,Complex Problem Solving,skill
51-4191.00,coordination,2.88,Coordination,skill
51-4191.00,critical thinking,3.0,Critical Thinking,skill
51-4191.00,customer and personal service,2.58,Customer and Personal Service,knowledge
51-4191.00,education and training,2.85,Education and Training,knowledge
51-4191.00,engineering and technology,2.56,Engineering and Technology,knowledge
51-4191.00,enterprise resource planning erp software,3.0,Enterprise resource planning ERP software,tech
51-4191.00,equipment maintenance,3.0,Equipment Maintenance,skill
51-4191.00,equipment selection,2.5,Equipment Selection,skill
51-4191.00,instructing,2.88,Instructing,skill
51-4191.00,judgment and decision making,3.0,Judgment and Decision Making,skill
51-4191.00,learning strategies,2.62,Learning Strategies,skill
51-4191.00,mathematics,3.25,Mathematics,skill
51-4191.00,mechanical,2.59,Mechanical,knowledge
51-4191.00,microsoft excel,3.0,Microsoft Excel,tech
51-4191.00,microsoft office software,3.0,Microsoft Office software,tech
51-4191.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-4191.00,microsoft word,3.0,Microsoft Word,tech
51-4191.00,monitoring,3.12,Monitoring,skill
51-4191.00,operation and control,3.75,Operation and Control,skill
51-4191.00,operations monitoring,3.75,Operations Monitoring,skill
51-4191.00,production and processing,3.93,Production and Processing,knowledge
51-4191.00,quality control analysis,3.12,Quality Control Analysis,skill
51-4191.00,reading comprehension,2.88,Reading Comprehension,skill
51-4191.00,repairing,2.75,Repairing,skill
51-4191.00,sap software,3.0,SAP software,tech
51-4191.00,social perceptiveness,2.62,Social Perceptiveness,skill
51-4191.00,speaking,3.12,Speaking,skill
51-4191.00,time management,2.75,Time Management,skill
51-4191.00,troubleshooting,2.75,Troubleshooting,skill
51-4191.00,writing,2.88,Writing,skill
51-4192.00,active learning,2.75,Active Learning,skill
51-4192.00,active listening,2.88,Active Listening,skill
51-4192.00,administration and management,3.28,Administration and Management,knowledge
51-4192.00,autodesk autocad,3.0,Autodesk AutoCAD,tech
51-4192.00,building and construction,3.29,Building and Construction,knowledge
51-4192.00,complex problem solving,3.0,Complex Problem Solving,skill
51-4192.00,computer aided design cad software,3.0,Computer aided design CAD software,tech
51-4192.00,computers and electronics,3.08,Computers and Electronics,knowledge
51-4192.00,coordination,2.88,Coordination,skill
51-4192.00,critical thinking,3.0,Critical Thinking,skill
51-4192.00,customer and personal service,2.95,Customer and Personal Service,knowledge
51-4192.00,design,3.78,Design,knowledge
51-4192.00,education and training,3.03,Education and Training,knowledge
51-4192.00,engineering and technology,3.31,Engineering and Technology,knowledge
51-4192.00,english language,3.31,English Language,knowledge
51-4192.00,equipment selection,2.75,Equipment Selection,skill
51-4192.00,hexagon metrology pc-dmis,3.0,Hexagon Metrology PC-DMIS,tech
51-4192.00,inventory tracking software,3.0,Inventory tracking software,tech
51-4192.00,judgment and decision making,3.0,Judgment and Decision Making,skill
51-4192.00,mathematics,4.07,Mathematics,skill
51-4192.00,mechanical,3.51,Mechanical,knowledge
51-4192.00,microsoft excel,3.0,Microsoft Excel,tech
51-4192.00,microsoft office software,3.0,Microsoft Office software,tech
51-4192.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
51-4192.00,microsoft word,3.0,Microsoft Word,tech
51-4192.00,monitoring,3.0,Monitoring,skill
51-4192.00,operation and control,2.88,Operation and Control,skill
51-4192.00,operations monitoring,3.0,Operations Monitoring,skill
51-4192.00,optical gaging products measure-x,3.0,Optical Gaging Products Measure-X,tech
51-4192.00,production and processing,3.36,Production and Processing,knowledge
51-4192.00,quality control analysis,3.0,Quality Control Analysis,skill
51-4192.00,reading comprehension,3.0,Reading Comprehension,skill
51-4192.00,social perceptiveness,2.75,Social Perceptiveness,skill
51-4192.00,speaking,2.88,Speaking,skill
51-4192.00,time management,2.75,Time Management,skill
51-4192.00,writing,2.5,Writing,skill
51-4193.00,active listening,3.12,Active Listening,skill
51-4193.00,administration and management,2.8,Administration and Management,knowledge
51-4193.00,autodesk autocad,3.0,Autodesk AutoCAD,tech
51-4193.00,chemistry,3.43,Chemistry,knowledge
51-4193.00,complex problem solving,2.62,Complex Problem Solving,skill
51-4193.00,computer aided design cad software,3.0,Computer aided design CAD software,tech
51-4193.00,coordination,3.0,Coordination,skill
51-4193.00,critical thinking,3.0,Critical Thinking,skill
51-4193.00,customer and personal service,3.11,Customer and Personal Service,knowledge
51-4193.00,design,3.07,Design,knowledge
51-4193.00,education and training,3.23,Education and Training,knowledge
51-4193.00,engineering and technology,3.27,Engineering and Technology,knowledge
51-4193.00,english language,3.39,English Language,knowledge
51-4193.00,hazardous materials management hms software,3.0,Hazardous materials management HMS software,tech
51-4193.00,judgment and decision making,2.88,Judgment and Decision Making,skill
51-4193.00,law and government,3.13,Law and Government,knowledge
51-4193.00,mathematics,3.5,Mathematics,knowledge
51-4193.00,mechanical,3.3,Mechanical,knowledge
51-4193.00,microsoft excel,3.0,Microsoft Excel,tech
51-4193.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-4193.00,microsoft word,3.0,Microsoft Word,tech
51-4193.00,monitoring,3.12,Monitoring,skill
51-4193.00,operation and control,3.12,Operation and Control,skill
51-4193.00,operations monitoring,3.25,Operations Monitoring,skill
51-4193.00,oracle advanced procurement,3.0,Oracle Advanced Procurement,tech
51-4193.00,personnel and human resources,2.69,Personnel and Human Resources,knowledge
51-4193.00,physics,2.98,Physics,knowledge
51-4193.00,production and processing,4.17,Production and Processing,knowledge
51-4193.00,public safety and security,3.05,Public Safety and Security,knowledge
51-4193.00,quality control analysis,3.0,Quality Control Analysis,skill
51-4193.00,reading comprehension,3.12,Reading Comprehension,skill
51-4193.00,sales and marketing,2.75,Sales and Marketing,knowledge
51-4193.00,social perceptiveness,2.62,Social Perceptiveness,skill
51-4193.00,speaking,3.0,Speaking,skill
51-4193.00,time management,3.0,Time Management,skill
51-4193.00,transportation,3.02,Transportation,knowledge
51-4193.00,writing,2.75,Writing,skill
51-4194.00,active learning,2.75,Active Learning,skill
51-4194.00,active listening,2.75,Active Listening,skill
51-4194.00,anca toolroom,3.0,ANCA ToolRoom,tech
51-4194.00,complex problem solving,2.88,Complex Problem Solving,skill
51-4194.00,critical thinking,3.25,Critical Thinking,skill
51-4194.00,customer and personal service,2.69,Customer and Personal Service,knowledge
51-4194.00,dassault systemes solidworks,3.0,Dassault Systemes SolidWorks,tech
51-4194.00,education and training,2.73,Education and Training,knowledge
51-4194.00,english language,3.13,English Language,knowledge
51-4194.00,equipment maintenance,3.38,Equipment Maintenance,skill
51-4194.00,equipment selection,3.0,Equipment Selection,skill
51-4194.00,ibm lotus notes,3.0,IBM Lotus Notes,tech
51-4194.00,instructing,2.5,Instructing,skill
51-4194.00,judgment and decision making,2.88,Judgment and Decision Making,skill
51-4194.00,learning strategies,2.5,Learning Strategies,skill
51-4194.00,mathematics,3.49,Mathematics,skill
51-4194.00,mechanical,3.61,Mechanical,knowledge
51-4194.00,microsoft excel,3.0,Microsoft Excel,tech
51-4194.00,monitoring,3.0,Monitoring,skill
51-4194.00,operation and control,3.75,Operation and Control,skill
51-4194.00,operations monitoring,3.88,Operations Monitoring,skill
51-4194.00,production and processing,2.9,Production and Processing,knowledge
51-4194.00,quality control analysis,3.5,Quality Control Analysis,skill
51-4194.00,reading comprehension,2.88,Reading Comprehension,skill
51-4194.00,repairing,3.38,Repairing,skill
51-4194.00,social perceptiveness,2.5,Social Perceptiveness,skill
51-4194.00,speaking,2.5,Speaking,skill
51-4194.00,systems analysis,2.5,Systems Analysis,skill
51-4194.00,time management,2.75,Time Management,skill
51-4194.00,troubleshooting,3.0,Troubleshooting,skill
51-4194.00,vero software edgecam,3.0,Vero Software Edgecam,tech
51-4194.00,writing,2.5,Writing,skill
51-4194.00,zoller,3.0,Zoller,tech
51-5111.00,active learning,2.88,Active Learning,skill
51-5111.00,active listening,3.12,Active Listening,skill
51-5111.00,administration and management,2.6,Administration and Management,knowledge
51-5111.00,administrative,2.93,Administrative,knowledge
51-5111.00,adobe acrobat,3.0,Adobe Acrobat,tech
51-5111.00,adobe creative cloud software,3.0,Adobe Creative Cloud software,tech
51-5111.00,adobe director,3.0,Adobe Director,tech
51-5111.00,adobe framemaker,3.0,Adobe FrameMaker,tech
51-5111.00,adobe freehand mx,3.0,Adobe FreeHand MX,tech
51-5111.00,adobe illustrator,3.0,Adobe Illustrator,tech
51-5111.00,adobe indesign,3.0,Adobe InDesign,tech
51-5111.00,adobe lifecycle enterprise suite,3.0,Adobe LifeCycle Enterprise Suite,tech
51-5111.00,adobe pagemaker,3.0,Adobe PageMaker,tech
51-5111.00,adobe photoshop,3.0,Adobe Photoshop,tech
51-5111.00,communications and media,2.67,Communications and Media,knowledge
51-5111.00,complex problem solving,3.0,Complex Problem Solving,skill
51-5111.00,computers and electronics,4.0,Computers and Electronics,knowledge
51-5111.00,coordination,3.0,Coordination,skill
51-5111.00,corel coreldraw graphics suite,3.0,Corel CorelDraw Graphics Suite,tech
51-5111.00,corel painter,3.0,Corel Painter,tech
51-5111.00,critical thinking,3.12,Critical Thinking,skill
51-5111.00,customer and personal service,3.23,Customer and Personal Service,knowledge
51-5111.00,design,3.51,Design,knowledge
51-5111.00,english language,3.63,English Language,knowledge
51-5111.00,esko artpro,3.0,Esko ArtPro,tech
51-5111.00,file transfer protocol ftp software,3.0,File transfer protocol FTP software,tech
51-5111.00,global graphics software harlequin,3.0,Global Graphics Software Harlequin,tech
51-5111.00,hamrick software vuescan,3.0,Hamrick Software VueScan,tech
51-5111.00,instructing,2.75,Instructing,skill
51-5111.00,judgment and decision making,3.0,Judgment and Decision Making,skill
51-5111.00,lasersoft imaging silverfast ai studio,3.0,LaserSoft Imaging SilverFast Ai Studio,tech
51-5111.00,mathematics,3.36,Mathematics,knowledge
51-5111.00,microsoft excel,3.0,Microsoft Excel,tech
51-5111.00,microsoft office software,3.0,Microsoft Office software,tech
51-5111.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-5111.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
51-5111.00,microsoft word,3.0,Microsoft Word,tech
51-5111.00,monitoring,3.12,Monitoring,skill
51-5111.00,multi-line optical character reader ocr software,3.0,Multi-line optical character reader OCR software,tech
51-5111.00,negotiation,2.62,Negotiation,skill
51-5111.00,operating system software,3.0,Operating system software,tech
51-5111.00,operation and control,2.62,Operation and Control,skill
51-5111.00,operations monitoring,3.0,Operations Monitoring,skill
51-5111.00,persuasion,2.88,Persuasion,skill
51-5111.00,production and processing,3.33,Production and Processing,knowledge
51-5111.00,projectsend,3.0,ProjectSend,tech
51-5111.00,quality control analysis,2.75,Quality Control Analysis,skill
51-5111.00,quarkxpress,3.0,QuarkXPress,tech
51-5111.00,reading comprehension,3.0,Reading Comprehension,skill
51-5111.00,service orientation,2.62,Service Orientation,skill
51-5111.00,social perceptiveness,2.88,Social Perceptiveness,skill
51-5111.00,speaking,3.12,Speaking,skill
51-5111.00,time management,3.12,Time Management,skill
51-5111.00,web browser software,3.0,Web browser software,tech
51-5111.00,writing,2.88,Writing,skill
51-5112.00,aabach graphic systems digra,3.0,AABACH Graphic Systems DIGRA,tech
51-5112.00,active learning,2.88,Active Learning,skill
51-5112.00,active listening,3.12,Active Listening,skill
51-5112.00,adobe acrobat,3.0,Adobe Acrobat,tech
51-5112.00,adobe illustrator,3.0,Adobe Illustrator,tech
51-5112.00,adobe indesign,3.0,Adobe InDesign,tech
51-5112.00,adobe lifecycle production print es3,3.0,Adobe LifeCycle Production Print ES3,tech
51-5112.00,adobe pagemaker,3.0,Adobe PageMaker,tech
51-5112.00,adobe photoshop,3.0,Adobe Photoshop,tech
51-5112.00,complex problem solving,3.0,Complex Problem Solving,skill
51-5112.00,computers and electronics,2.75,Computers and Electronics,knowledge
51-5112.00,coordination,3.0,Coordination,skill
51-5112.00,corel coreldraw graphics suite,3.0,Corel CorelDraw Graphics Suite,tech
51-5112.00,critical thinking,3.12,Critical Thinking,skill
51-5112.00,customer and personal service,2.86,Customer and Personal Service,knowledge
51-5112.00,electronics for imaging efi monarch,3.0,Electronics for Imaging EFI Monarch,tech
51-5112.00,electronics for imaging efi pace,3.0,Electronics for Imaging EFI Pace,tech
51-5112.00,email software,3.0,Email software,tech
51-5112.00,enfocus pitstop pro,3.0,Enfocus PitStop Pro,tech
51-5112.00,english language,2.8,English Language,knowledge
51-5112.00,equipment maintenance,3.12,Equipment Maintenance,skill
51-5112.00,equipment selection,2.5,Equipment Selection,skill
51-5112.00,graphics software,3.0,Graphics software,tech
51-5112.00,image editing software,3.0,Image editing software,tech
51-5112.00,inventory tracking software,3.0,Inventory tracking software,tech
51-5112.00,job scheduling software,3.0,Job scheduling software,tech
51-5112.00,job tracking software,3.0,Job tracking software,tech
51-5112.00,judgment and decision making,3.12,Judgment and Decision Making,skill
51-5112.00,mathematics,2.74,Mathematics,knowledge
51-5112.00,mechanical,3.83,Mechanical,knowledge
51-5112.00,microsoft excel,3.0,Microsoft Excel,tech
51-5112.00,microsoft office software,3.0,Microsoft Office software,tech
51-5112.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-5112.00,microsoft word,3.0,Microsoft Word,tech
51-5112.00,monitoring,3.25,Monitoring,skill
51-5112.00,operation and control,3.25,Operation and Control,skill
51-5112.00,operations monitoring,3.62,Operations Monitoring,skill
51-5112.00,printers software inc. presidio,3.0,Printers Software Inc. Presidio,tech
51-5112.00,printing management system software,3.0,Printing management system software,tech
51-5112.00,production and processing,3.66,Production and Processing,knowledge
51-5112.00,quality control analysis,3.88,Quality Control Analysis,skill
51-5112.00,quarkxpress,3.0,QuarkXPress,tech
51-5112.00,reading comprehension,3.12,Reading Comprehension,skill
51-5112.00,repairing,3.12,Repairing,skill
51-5112.00,sap software,3.0,SAP software,tech
51-5112.00,social perceptiveness,2.75,Social Perceptiveness,skill
51-5112.00,speaking,3.12,Speaking,skill
51-5112.00,squeegee,3.0,Squeegee,tech
51-5112.00,time management,3.12,Time Management,skill
51-5112.00,troubleshooting,3.12,Troubleshooting,skill
51-5112.00,word processing software,3.0,Word processing software,tech
51-5112.00,xerox freeflow print server,3.0,Xerox FreeFlow Print Server,tech
51-5112.00,xerox profitquick,3.0,Xerox ProfitQuick,tech
51-5113.00,active learning,2.5,Active Learning,skill
51-5113.00,active listening,2.88,Active Listening,skill
51-5113.00,administration and management,3.51,Administration and Management,knowledge
51-5113.00,administrative,2.75,Administrative,knowledge
51-5113.00,complex problem solving,3.0,Complex Problem Solving,skill
51-5113.00,coordination,2.88,Coordination,skill
51-5113.00,critical thinking,3.25,Critical Thinking,skill
51-5113.00,customer and personal service,3.08,Customer and Personal Service,knowledge
51-5113.00,education and training,2.71,Education and Training,knowledge
51-5113.00,email software,3.0,Email software,tech
51-5113.00,english language,2.9,English Language,knowledge
51-5113.00,equipment maintenance,2.88,Equipment Maintenance,skill
51-5113.00,equipment selection,2.5,Equipment Selection,skill
51-5113.00,houchen bindery library automated retrieval system lars,3.0,Houchen Bindery Library Automated Retrieval System LARS,tech
51-5113.00,instructing,2.88,Instructing,skill
51-5113.00,judgment and decision making,3.12,Judgment and Decision Making,skill
51-5113.00,label printing software,3.0,Label printing software,tech
51-5113.00,learning strategies,2.5,Learning Strategies,skill
51-5113.00,management of personnel resources,2.5,Management of Personnel Resources,skill
51-5113.00,mathematics,2.9,Mathematics,knowledge
51-5113.00,mechanical,3.24,Mechanical,knowledge
51-5113.00,microsoft excel,3.0,Microsoft Excel,tech
51-5113.00,microsoft office software,3.0,Microsoft Office software,tech
51-5113.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-5113.00,microsoft publisher,3.0,Microsoft Publisher,tech
51-5113.00,microsoft word,3.0,Microsoft Word,tech
51-5113.00,monitoring,3.12,Monitoring,skill
51-5113.00,operation and control,2.88,Operation and Control,skill
51-5113.00,operations monitoring,3.38,Operations Monitoring,skill
51-5113.00,production and processing,3.38,Production and Processing,knowledge
51-5113.00,quality control analysis,3.0,Quality Control Analysis,skill
51-5113.00,reading comprehension,3.12,Reading Comprehension,skill
51-5113.00,repairing,2.88,Repairing,skill
51-5113.00,service orientation,2.62,Service Orientation,skill
51-5113.00,social perceptiveness,2.62,Social Perceptiveness,skill
51-5113.00,speaking,3.0,Speaking,skill
51-5113.00,systems analysis,2.5,Systems Analysis,skill
51-5113.00,time management,2.88,Time Management,skill
51-5113.00,trade bindery software bindery estimating system,3.0,Trade Bindery Software Bindery Estimating System,tech
51-5113.00,trade bindery software bindery management system,3.0,Trade Bindery Software Bindery Management System,tech
51-5113.00,troubleshooting,2.62,Troubleshooting,skill
51-5113.00,web browser software,3.0,Web browser software,tech
51-5113.00,writing,2.75,Writing,skill
51-6011.00,active learning,2.62,Active Learning,skill
51-6011.00,active listening,3.0,Active Listening,skill
51-6011.00,administration and management,2.69,Administration and Management,knowledge
51-6011.00,cents,3.0,Cents,tech
51-6011.00,coordination,2.5,Coordination,skill
51-6011.00,critical thinking,2.75,Critical Thinking,skill
51-6011.00,curbside laundries wash and fold pos software,3.0,Curbside Laundries Wash and Fold POS Software,tech
51-6011.00,customer and personal service,3.2,Customer and Personal Service,knowledge
51-6011.00,email software,3.0,Email software,tech
51-6011.00,english language,2.97,English Language,knowledge
51-6011.00,judgment and decision making,2.75,Judgment and Decision Making,skill
51-6011.00,mathematics,2.81,Mathematics,knowledge
51-6011.00,microsoft excel,3.0,Microsoft Excel,tech
51-6011.00,microsoft office software,3.0,Microsoft Office software,tech
51-6011.00,microsoft windows,3.0,Microsoft Windows,tech
51-6011.00,microsoft word,3.0,Microsoft Word,tech
51-6011.00,monitoring,3.0,Monitoring,skill
51-6011.00,operation and control,2.75,Operation and Control,skill
51-6011.00,operations monitoring,2.88,Operations Monitoring,skill
51-6011.00,production and processing,3.1,Production and Processing,knowledge
51-6011.00,property management system pms software,3.0,Property management system PMS software,tech
51-6011.00,public safety and security,2.94,Public Safety and Security,knowledge
51-6011.00,reading comprehension,2.75,Reading Comprehension,skill
51-6011.00,sales processing software,3.0,Sales processing software,tech
51-6011.00,social perceptiveness,2.88,Social Perceptiveness,skill
51-6011.00,speaking,2.88,Speaking,skill
51-6011.00,time management,2.88,Time Management,skill
51-6011.00,wash-dry-fold pos,3.0,Wash-Dry-Fold POS,tech
51-6011.00,web browser software,3.0,Web browser software,tech
51-6021.00,administration and management,2.51,Administration and Management,knowledge
51-6021.00,critical thinking,2.5,Critical Thinking,skill
51-6021.00,customer and personal service,3.61,Customer and Personal Service,knowledge
51-6021.00,education and training,2.59,Education and Training,knowledge
51-6021.00,email software,3.0,Email software,tech
51-6021.00,english language,2.91,English Language,knowledge
51-6021.00,microsoft excel,3.0,Microsoft Excel,tech
51-6021.00,microsoft word,3.0,Microsoft Word,tech
51-6021.00,operation and control,3.0,Operation and Control,skill
51-6021.00,operations monitoring,2.5,Operations Monitoring,skill
51-6021.00,production and processing,3.27,Production and Processing,knowledge
51-6021.00,public safety and security,2.87,Public Safety and Security,knowledge
51-6021.00,time management,2.5,Time Management,skill
51-6031.00,active listening,2.75,Active Listening,skill
51-6031.00,complex problem solving,2.75,Complex Problem Solving,skill
51-6031.00,coordination,2.5,Coordination,skill
51-6031.00,critical thinking,2.75,Critical Thinking,skill
51-6031.00,email software,3.0,Email software,tech
51-6031.00,english language,2.72,English Language,knowledge
51-6031.00,judgment and decision making,2.75,Judgment and Decision Making,skill
51-6031.00,microsoft excel,3.0,Microsoft Excel,tech
51-6031.00,microsoft office software,3.0,Microsoft Office software,tech
51-6031.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-6031.00,microsoft word,3.0,Microsoft Word,tech
51-6031.00,monitoring,3.12,Monitoring,skill
51-6031.00,operation and control,2.62,Operation and Control,skill
51-6031.00,operations monitoring,2.75,Operations Monitoring,skill
51-6031.00,production and processing,2.53,Production and Processing,knowledge
51-6031.00,quality control analysis,2.75,Quality Control Analysis,skill
51-6031.00,reading comprehension,2.62,Reading Comprehension,skill
51-6031.00,time management,2.75,Time Management,skill
51-6031.00,web browser software,3.0,Web browser software,tech
51-6041.00,active listening,3.0,Active Listening,skill
51-6041.00,bookkeeping software,3.0,Bookkeeping software,tech
51-6041.00,coordination,2.88,Coordination,skill
51-6041.00,critical thinking,3.0,Critical Thinking,skill
51-6041.00,customer and personal service,2.98,Customer and Personal Service,knowledge
51-6041.00,financial accounting software,3.0,Financial accounting software,tech
51-6041.00,inventory tracking software,3.0,Inventory tracking software,tech
51-6041.00,judgment and decision making,2.88,Judgment and Decision Making,skill
51-6041.00,mechanical,2.9,Mechanical,knowledge
51-6041.00,microsoft excel,3.0,Microsoft Excel,tech
51-6041.00,monitoring,3.0,Monitoring,skill
51-6041.00,operations monitoring,2.88,Operations Monitoring,skill
51-6041.00,production and processing,3.23,Production and Processing,knowledge
51-6041.00,quality control analysis,2.5,Quality Control Analysis,skill
51-6041.00,reading comprehension,2.88,Reading Comprehension,skill
51-6041.00,sale processing software,3.0,Sale processing software,tech
51-6041.00,sales and marketing,2.58,Sales and Marketing,knowledge
51-6041.00,service orientation,2.88,Service Orientation,skill
51-6041.00,social perceptiveness,2.88,Social Perceptiveness,skill
51-6041.00,speaking,3.0,Speaking,skill
51-6041.00,time management,2.75,Time Management,skill
51-6042.00,active listening,3.0,Active Listening,skill
51-6042.00,administration and management,3.01,Administration and Management,knowledge
51-6042.00,adobe acrobat,3.0,Adobe Acrobat,tech
51-6042.00,complex problem solving,2.62,Complex Problem Solving,skill
51-6042.00,critical thinking,3.0,Critical Thinking,skill
51-6042.00,customer and personal service,2.51,Customer and Personal Service,knowledge
51-6042.00,education and training,2.66,Education and Training,knowledge
51-6042.00,equipment maintenance,2.88,Equipment Maintenance,skill
51-6042.00,equipment selection,2.5,Equipment Selection,skill
51-6042.00,inventory tracking software,3.0,Inventory tracking software,tech
51-6042.00,judgment and decision making,2.62,Judgment and Decision Making,skill
51-6042.00,microsoft excel,3.0,Microsoft Excel,tech
51-6042.00,microsoft office software,3.0,Microsoft Office software,tech
51-6042.00,microsoft outlook,3.0,Microsoft Outlook,tech
51-6042.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
51-6042.00,microsoft word,3.0,Microsoft Word,tech
51-6042.00,monitoring,3.0,Monitoring,skill
51-6042.00,operation and control,3.0,Operation and Control,skill
51-6042.00,operations monitoring,3.0,Operations Monitoring,skill
51-6042.00,production and processing,3.28,Production and Processing,knowledge
51-6042.00,production control software,3.0,Production control software,tech
51-6042.00,quality control analysis,2.88,Quality Control Analysis,skill
51-6042.00,reading comprehension,3.12,Reading Comprehension,skill
51-6042.00,repairing,2.62,Repairing,skill
51-6042.00,speaking,2.75,Speaking,skill
51-6042.00,time management,2.75,Time Management,skill
51-6042.00,troubleshooting,2.75,Troubleshooting,skill
51-6051.00,active listening,2.62,Active Listening,skill
51-6051.00,administration and management,3.03,Administration and Management,knowledge
51-6051.00,adobe freehand mx,3.0,Adobe FreeHand MX,tech
51-6051.00,adobe illustrator,3.0,Adobe Illustrator,tech
51-6051.00,adobe photoshop,3.0,Adobe Photoshop,tech
51-6051.00,complex problem solving,2.62,Complex Problem Solving,skill
51-6051.00,corel coreldraw graphics suite,3.0,Corel CorelDraw Graphics Suite,tech
51-6051.00,critical thinking,2.5,Critical Thinking,skill
51-6051.00,customer and personal service,3.38,Customer and Personal Service,knowledge
51-6051.00,drawing software,3.0,Drawing software,tech
51-6051.00,embroidery design software,3.0,Embroidery design software,tech
51-6051.00,english language,2.93,English Language,knowledge
51-6051.00,graphics digitizing software,3.0,Graphics digitizing software,tech
51-6051.00,judgment and decision making,2.88,Judgment and Decision Making,skill
51-6051.00,mechanical,2.5,Mechanical,knowledge
51-6051.00,microsoft excel,3.0,Microsoft Excel,tech
51-6051.00,microsoft office software,3.0,Microsoft Office software,tech
51-6051.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
51-6051.00,monitoring,2.62,Monitoring,skill
51-6051.00,reading comprehension,2.5,Reading Comprehension,skill
51-6051.00,speaking,2.62,Speaking,skill
51-6051.00,template design software,3.0,Template design software,tech
51-6051.00,time management,2.75,Time Management,skill
51-6052.00,active learning,2.62,Active Learning,skill
51-6052.00,active listening,3.0,Active Listening,skill
51-6052.00,administration and management,3.19,Administration and Management,knowledge
51-6052.00,administrative,2.63,Administrative,knowledge
51-6052.00,arbelsoft tailormax,3.0,ArbelSoft TailorMax,tech
51-6052.00,bookkeeping software,3.0,Bookkeeping software,tech
51-6052.00,complex problem solving,2.62,Complex Problem Solving,skill
51-6052.00,coordination,2.62,Coordination,skill
51-6052.00,critical thinking,3.0,Critical Thinking,skill
51-6052.00,customer and personal service,4.05,Customer and Personal Service,knowledge
51-6052.00,design,2.96,Design,knowledge
51-6052.00,economics and accounting,3.16,Economics and Accounting,knowledge
51-6052.00,english language,3.56,English Language,knowledge
51-6052.00,garment design software,3.0,Garment design software,tech
51-6052.00,google docs,3.0,Google Docs,tech
51-6052.00,inventory tracking software,3.0,Inventory tracking software,tech
51-6052.00,judgment and decision making,2.75,Judgment and Decision Making,skill
51-6052.00,mathematics,2.95,Mathematics,knowledge
51-6052.00,microsoft excel,3.0,Microsoft Excel,tech
51-6052.00,microsoft office software,3.0,Microsoft Office software,tech
51-6052.00,microsoft word,3.0,Microsoft Word,tech
51-6052.00,monitoring,2.75,Monitoring,skill
51-6052.00,operations monitoring,2.5,Operations Monitoring,skill
51-6052.00,personnel and human resources,2.73,Personnel and Human Resources,knowledge
51-6052.00,production and processing,3.32,Production and Processing,knowledge
51-6052.00,reading comprehension,2.62,Reading Comprehension,skill
51-6052.00,sales and marketing,2.76,Sales and Marketing,knowledge
51-6052.00,service orientation,2.62,Service Orientation,skill
51-6052.00,social perceptiveness,2.88,Social Perceptiveness,skill
51-6052.00,speaking,3.0,Speaking,skill
51-6052.00,tailor master,3.0,Tailor Master,tech
51-6052.00,time management,3.12,Time Management,skill
51-6052.00,writing,2.5,Writing,skill
51-6061.00,active listening,3.0,Active Listening,skill
51-6061.00,complex problem solving,2.62,Complex Problem Solving,skill
51-6061.00,coordination,2.75,Coordination,skill
51-6061.00,critical thinking,2.88,Critical Thinking,skill
51-6061.00,education and training,2.5,Education and Training,knowledge
51-6061.00,equipment maintenance,2.62,Equipment Maintenance,skill
51-6061.00,equipment selection,2.5,Equipment Selection,skill
51-6061.00,hewlett-packard hp openvms,3.0,Hewlett-Packard HP OpenVMS,tech
