onet_code,skill_clean,importance,skill,source
17-1011.00,craftsman cd estimator,3.0,Craftsman CD Estimator,tech
17-1011.00,critical thinking,4.0,Critical Thinking,skill
17-1011.00,database software,3.0,Database software,tech
17-1011.00,drcauto smart architect lt pro,3.0,Drcauto Smart Architect LT Pro,tech
17-1011.00,esri arcgis software,3.0,ESRI ArcGIS software,tech
17-1011.00,fema emmie,3.0,FEMA EMMIE,tech
17-1011.00,filenet p8,3.0,FileNet P8,tech
17-1011.00,graphisoft archicad,3.0,Graphisoft ArchiCAD,tech
17-1011.00,instructing,3.0,Instructing,skill
17-1011.00,intuit quickbooks,3.0,Intuit QuickBooks,tech
17-1011.00,judgment and decision making,3.75,Judgment and Decision Making,skill
17-1011.00,learning strategies,3.25,Learning Strategies,skill
17-1011.00,management of financial resources,2.75,Management of Financial Resources,skill
17-1011.00,management of material resources,2.75,Management of Material Resources,skill
17-1011.00,management of personnel resources,3.0,Management of Personnel Resources,skill
17-1011.00,mathematics,3.5,Mathematics,skill
17-1011.00,mcneel rhinoceros 3d,3.0,McNeel Rhinoceros 3D,tech
17-1011.00,micro-press microstation powerdraft,3.0,Micro-Press MicroStation PowerDraft,tech
17-1011.00,microsoft access,3.0,Microsoft Access,tech
17-1011.00,microsoft excel,3.0,Microsoft Excel,tech
17-1011.00,microsoft internet explorer,3.0,Microsoft Internet Explorer,tech
17-1011.00,microsoft office software,3.0,Microsoft Office software,tech
17-1011.00,microsoft outlook,3.0,Microsoft Outlook,tech
17-1011.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
17-1011.00,microsoft powershell,3.0,Microsoft PowerShell,tech
17-1011.00,microsoft project,3.0,Microsoft Project,tech
17-1011.00,microsoft sql server,3.0,Microsoft SQL Server,tech
17-1011.00,microsoft word,3.0,Microsoft Word,tech
17-1011.00,mongodb,3.0,MongoDB,tech
17-1011.00,monitoring,3.75,Monitoring,skill
17-1011.00,myfamilysoftware instant architect,3.0,MyFamilySoftware Instant Architect,tech
17-1011.00,navisworks jetstream,3.0,NavisWorks Jetstream,tech
17-1011.00,negotiation,3.12,Negotiation,skill
17-1011.00,nosql,3.0,NoSQL,tech
17-1011.00,operations analysis,4.0,Operations Analysis,skill
17-1011.00,oracle jdbc,3.0,Oracle JDBC,tech
17-1011.00,oracle primavera enterprise project portfolio management,3.0,Oracle Primavera Enterprise Project Portfolio Management,tech
17-1011.00,oracle primavera systems,3.0,Oracle Primavera Systems,tech
17-1011.00,persuasion,3.12,Persuasion,skill
17-1011.00,postgresql,3.0,PostgreSQL,tech
17-1011.00,puppet,3.0,Puppet,tech
17-1011.00,qlik tech qlikview,3.0,Qlik Tech QlikView,tech
17-1011.00,quality control analysis,3.12,Quality Control Analysis,skill
17-1011.00,quality plans & software hvac calculator,3.0,Quality Plans & Software HVAC Calculator,tech
17-1011.00,quark enterprise publishing software,3.0,Quark enterprise publishing software,tech
17-1011.00,quest erwin data modeler,3.0,Quest Erwin Data Modeler,tech
17-1011.00,reading comprehension,4.0,Reading Comprehension,skill
17-1011.00,roof builder tools,3.0,Roof Builder Tools,tech
17-1011.00,science,2.88,Science,skill
17-1011.00,service orientation,2.88,Service Orientation,skill
17-1011.00,social perceptiveness,3.25,Social Perceptiveness,skill
17-1011.00,speaking,4.0,Speaking,skill
17-1011.00,systems analysis,3.5,Systems Analysis,skill
17-1011.00,systems evaluation,3.38,Systems Evaluation,skill
17-1011.00,time management,3.0,Time Management,skill
17-1011.00,trimble sketchup pro,3.0,Trimble SketchUp Pro,tech
17-1011.00,turtle creek software goldenseal,3.0,Turtle Creek Software Goldenseal,tech
17-1011.00,turtle creek software goldenseal (accounting feature),3.0,Turtle Creek Software Goldenseal (accounting feature),tech
17-1011.00,turtle creek software goldenseal (calendar and scheduling feature),3.0,Turtle Creek Software Goldenseal (calendar and scheduling feature),tech
17-1011.00,turtle creek software goldenseal (time accounting feature),3.0,Turtle Creek Software Goldenseal (time accounting feature),tech
17-1011.00,vectorworks architect,3.0,VectorWorks ARCHITECT,tech
17-1011.00,verilog,3.0,Verilog,tech
17-1011.00,virtual reality modeling language vrml software,3.0,Virtual reality modeling language VRML software,tech
17-1011.00,writing,3.88,Writing,skill
17-1012.00,active learning,3.5,Active Learning,skill
17-1012.00,active listening,4.12,Active Listening,skill
17-1012.00,adobe acrobat,3.0,Adobe Acrobat,tech
17-1012.00,adobe creative cloud software,3.0,Adobe Creative Cloud software,tech
17-1012.00,adobe freehand mx,3.0,Adobe FreeHand MX,tech
17-1012.00,adobe illustrator,3.0,Adobe Illustrator,tech
17-1012.00,adobe indesign,3.0,Adobe InDesign,tech
17-1012.00,adobe photoshop,3.0,Adobe Photoshop,tech
17-1012.00,autodesk 3ds max,3.0,Autodesk 3ds Max,tech
17-1012.00,autodesk autocad,3.0,Autodesk AutoCAD,tech
17-1012.00,autodesk autocad civil 3d,3.0,Autodesk AutoCAD Civil 3D,tech
17-1012.00,autodesk revit,3.0,Autodesk Revit,tech
17-1012.00,bentley microstation,3.0,Bentley MicroStation,tech
17-1012.00,complex problem solving,3.88,Complex Problem Solving,skill
17-1012.00,coordination,3.75,Coordination,skill
17-1012.00,corel coreldraw graphics suite,3.0,Corel CorelDraw Graphics Suite,tech
17-1012.00,coyote software dynascape design,3.0,Coyote Software DynaSCAPE Design,tech
17-1012.00,critical thinking,3.88,Critical Thinking,skill
17-1012.00,desktop publishing software,3.0,Desktop publishing software,tech
17-1012.00,esri arcgis software,3.0,ESRI ArcGIS software,tech
17-1012.00,esri arcview,3.0,ESRI ArcView,tech
17-1012.00,geographic information system gis systems,3.0,Geographic information system GIS systems,tech
17-1012.00,instructing,3.0,Instructing,skill
17-1012.00,judgment and decision making,3.75,Judgment and Decision Making,skill
17-1012.00,learning strategies,2.88,Learning Strategies,skill
17-1012.00,lumion,3.0,Lumion,tech
17-1012.00,management of financial resources,2.88,Management of Financial Resources,skill
17-1012.00,management of material resources,2.88,Management of Material Resources,skill
17-1012.00,management of personnel resources,3.0,Management of Personnel Resources,skill
17-1012.00,mathematics,3.12,Mathematics,skill
17-1012.00,mcneel rhinoceros 3d,3.0,McNeel Rhinoceros 3D,tech
17-1012.00,microsoft access,3.0,Microsoft Access,tech
17-1012.00,microsoft excel,3.0,Microsoft Excel,tech
17-1012.00,microsoft office software,3.0,Microsoft Office software,tech
17-1012.00,microsoft outlook,3.0,Microsoft Outlook,tech
17-1012.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
17-1012.00,microsoft project,3.0,Microsoft Project,tech
17-1012.00,microsoft word,3.0,Microsoft Word,tech
17-1012.00,monitoring,3.12,Monitoring,skill
17-1012.00,negotiation,3.12,Negotiation,skill
17-1012.00,operations analysis,3.75,Operations Analysis,skill
17-1012.00,persuasion,3.12,Persuasion,skill
17-1012.00,quality control analysis,2.5,Quality Control Analysis,skill
17-1012.00,reading comprehension,4.12,Reading Comprehension,skill
17-1012.00,science,2.75,Science,skill
17-1012.00,service orientation,3.25,Service Orientation,skill
17-1012.00,social perceptiveness,3.62,Social Perceptiveness,skill
17-1012.00,speaking,4.12,Speaking,skill
17-1012.00,systems analysis,3.12,Systems Analysis,skill
17-1012.00,systems evaluation,3.12,Systems Evaluation,skill
17-1012.00,time management,3.5,Time Management,skill
17-1012.00,trimble sketchup pro,3.0,Trimble SketchUp Pro,tech
17-1012.00,web browser software,3.0,Web browser software,tech
17-1012.00,writing,3.62,Writing,skill
17-1021.00,active learning,3.25,Active Learning,skill
17-1021.00,active listening,3.38,Active Listening,skill
17-1021.00,administration and management,2.65,Administration and Management,knowledge
17-1021.00,adobe acrobat,3.0,Adobe Acrobat,tech
17-1021.00,adobe creative cloud software,3.0,Adobe Creative Cloud software,tech
17-1021.00,adobe dreamweaver,3.0,Adobe Dreamweaver,tech
17-1021.00,adobe illustrator,3.0,Adobe Illustrator,tech
17-1021.00,adobe indesign,3.0,Adobe InDesign,tech
17-1021.00,adobe photoshop,3.0,Adobe Photoshop,tech
17-1021.00,aerotriangulation adjustment software,3.0,Aerotriangulation adjustment software,tech
17-1021.00,aldus freehand,3.0,Aldus FreeHand,tech
17-1021.00,arbor image draftsman,3.0,Arbor Image Draftsman,tech
17-1021.00,autodesk autocad,3.0,Autodesk AutoCAD,tech
17-1021.00,autodesk world,3.0,Autodesk World,tech
17-1021.00,bentley microstation,3.0,Bentley MicroStation,tech
17-1021.00,bentley systems inroads suite,3.0,Bentley Systems InRoads Suite,tech
17-1021.00,boeing kork digital mapping,3.0,Boeing Kork Digital Mapping,tech
17-1021.00,boeing softplotter,3.0,Boeing SoftPlotter,tech
17-1021.00,c,3.0,C,tech
17-1021.00,complex problem solving,3.12,Complex Problem Solving,skill
17-1021.00,computer aided design cad software,3.0,Computer aided design CAD software,tech
17-1021.00,computers and electronics,4.22,Computers and Electronics,knowledge
17-1021.00,coordination,3.0,Coordination,skill
17-1021.00,corel coreldraw graphics suite,3.0,Corel CorelDraw Graphics Suite,tech
17-1021.00,corporate montage cadscript,3.0,Corporate Montage CADScript,tech
17-1021.00,cosmo software cosmo world,3.0,Cosmo Software Cosmo World,tech
17-1021.00,critical thinking,3.5,Critical Thinking,skill
17-1021.00,customer and personal service,2.92,Customer and Personal Service,knowledge
17-1021.00,design,3.36,Design,knowledge
17-1021.00,desktop publishing software,3.0,Desktop publishing software,tech
17-1021.00,digital databases,3.0,Digital databases,tech
17-1021.00,digital mapping software,3.0,Digital mapping software,tech
17-1021.00,education and training,2.75,Education and Training,knowledge
17-1021.00,email software,3.0,Email software,tech
17-1021.00,engineering and technology,2.84,Engineering and Technology,knowledge
17-1021.00,english language,3.54,English Language,knowledge
17-1021.00,erdas er mapper,3.0,ERDAS ER Mapper,tech
17-1021.00,esri arcgis software,3.0,ESRI ArcGIS software,tech
17-1021.00,esri arcinfo,3.0,ESRI ArcInfo,tech
17-1021.00,esri arcview,3.0,ESRI ArcView,tech
17-1021.00,esri software,3.0,ESRI software,tech
17-1021.00,extensible markup language xml,3.0,Extensible markup language XML,tech
17-1021.00,geographic information system gis software,3.0,Geographic information system GIS software,tech
17-1021.00,geographic information system gis systems,3.0,Geographic information system GIS systems,tech
17-1021.00,geography,4.51,Geography,knowledge
17-1021.00,geomechanical design analysis gda software,3.0,Geomechanical design analysis GDA software,tech
17-1021.00,hexagon intergraph,3.0,Hexagon Intergraph,tech
17-1021.00,ibm iseries access,3.0,IBM iSeries Access,tech
17-1021.00,image analysis software,3.0,Image analysis software,tech
17-1021.00,image processing software,3.0,Image processing software,tech
17-1021.00,instructing,2.75,Instructing,skill
17-1021.00,intergraph imagestation stereo softcopy kit ssk,3.0,Intergraph ImageStation Stereo Softcopy Kit SSK,tech
17-1021.00,javascript object notation json,3.0,JavaScript Object Notation JSON,tech
17-1021.00,judgment and decision making,3.12,Judgment and Decision Making,skill
17-1021.00,law and government,2.6,Law and Government,knowledge
17-1021.00,learning strategies,2.88,Learning Strategies,skill
17-1021.00,leica aeroplan lidar,3.0,Leica AEROPLAN LiDAR,tech
17-1021.00,mapinfo,3.0,MapInfo,tech
17-1021.00,mapping software,3.0,Mapping software,tech
17-1021.00,mapthematics geocart,3.0,Mapthematics GeoCart,tech
17-1021.00,master seafloor digital database,3.0,Master Seafloor Digital Database,tech
17-1021.00,mathematics,3.33,Mathematics,skill
17-1021.00,microsoft access,3.0,Microsoft Access,tech
17-1021.00,microsoft excel,3.0,Microsoft Excel,tech
17-1021.00,microsoft internet explorer,3.0,Microsoft Internet Explorer,tech
17-1021.00,microsoft office software,3.0,Microsoft Office software,tech
17-1021.00,microsoft outlook,3.0,Microsoft Outlook,tech
17-1021.00,microsoft powerpoint,3.0,Microsoft PowerPoint,tech
17-1021.00,microsoft sharepoint,3.0,Microsoft SharePoint,tech
17-1021.00,microsoft visual basic,3.0,Microsoft Visual Basic,tech
17-1021.00,microsoft windows,3.0,Microsoft Windows,tech
17-1021.00,microsoft word,3.0,Microsoft Word,tech
17-1021.00,monitoring,3.12,Monitoring,skill
17-1021.00,multigen paradigm vega prime,3.0,MultiGen Paradigm Vega Prime,tech
17-1021.00,oracle database,3.0,Oracle Database,tech
17-1021.00,precision analytical aerotriangulation pugging software,3.0,Precision analytical aerotriangulation pugging software,tech
17-1021.00,python,3.0,Python,tech
17-1021.00,quark immedia,3.0,Quark Immedia,tech
17-1021.00,quarkxpress,3.0,QuarkXPress,tech
17-1021.00,rand mcnally world digital database,3.0,Rand McNally World Digital Database,tech
17-1021.00,reading comprehension,4.0,Reading Comprehension,skill
17-1021.00,rockware arcmap,3.0,RockWare ArcMap,tech
17-1021.00,rsi envi,3.0,RSI ENVI,tech
17-1021.00,sap adaptive server enterprise,3.0,SAP Adaptive Server Enterprise,tech
17-1021.00,sap software,3.0,SAP software,tech
17-1021.00,service orientation,2.75,Service Orientation,skill
17-1021.00,social perceptiveness,3.0,Social Perceptiveness,skill
17-1021.00,software development tools,3.0,Software development tools,tech
17-1021.00,speaking,3.12,Speaking,skill
17-1021.00,spreadsheet software,3.0,Spreadsheet software,tech
17-1021.00,standardized general markup language sgml,3.0,Standardized general markup language SGML,tech
17-1021.00,steroplotter software,3.0,Steroplotter software,tech
17-1021.00,structured query language sql,3.0,Structured query language SQL,tech
17-1021.00,systems analysis,2.88,Systems Analysis,skill
17-1021.00,systems evaluation,2.75,Systems Evaluation,skill
17-1021.00,terrasolid terrascan,3.0,Terrasolid TerraScan,tech
17-1021.00,textron systems geospatial solutions remoteview,3.0,Textron Systems Geospatial Solutions RemoteView,tech
17-1021.00,time management,3.0,Time Management,skill
17-1021.00,word processing software,3.0,Word processing software,tech
17-1021.00,world vector shoreline,3.0,World Vector Shoreline,tech
17-1021.00,writing,3.5,Writing,skill
17-1022.00,active learning,3.25,Active Learning,skill
17-1022.00,active listening,3.5,Active Listening,skill
17-1022.00,autodesk autocad,3.0,Autodesk AutoCAD,tech
17-1022.00,autodesk autocad civil 3d,3.0,Autodesk AutoCAD Civil 3D,tech
17-1022.00,autodesk autocad land desktop,3.0,Autodesk AutoCAD Land Desktop,tech
17-1022.00,bentley geopak bridge,3.0,Bentley GeoPak Bridge,tech
17-1022.00,bentley microstation,3.0,Bentley MicroStation,tech
17-1022.00,bentley systems inroads suite,3.0,Bentley Systems InRoads Suite,tech
17-1022.00,cadcorp desktop gis,3.0,Cadcorp desktop GIS,tech
17-1022.00,carlson survcadd,3.0,Carlson SurvCADD,tech
17-1022.00,carlson survce,3.0,Carlson SurvCE,tech
17-1022.00,carlson survey,3.0,Carlson Survey,tech
17-1022.00,ce surveyor iii,3.0,CE SURVEYOR III,tech
17-1022.00,cloudworks,3.0,CloudWorks,tech
17-1022.00,cmt incorporated cogocad,3.0,CMT Incorporated CogoCAD,tech
17-1022.00,complex problem solving,3.12,Complex Problem Solving,skill
17-1022.00,computer aided design and drafting software cadd,3.0,Computer aided design and drafting software CADD,tech
17-1022.00,coordination,3.5,Coordination,skill
17-1022.00,critical thinking,3.75,Critical Thinking,skill
17-1022.00,crones & associations project tracker pro,3.0,Crones & Associations Project Tracker Pro,tech
17-1022.00,cyclone,3.0,Cyclone,tech
17-1022.00,data logging software,3.0,Data logging software,tech
17-1022.00,data transfer software,3.0,Data transfer software,tech
17-1022.00,drafting software,3.0,Drafting software,tech
17-1022.00,esri arcgis software,3.0,ESRI ArcGIS software,tech
17-1022.00,esri arcview,3.0,ESRI ArcView,tech
17-1022.00,geocomp systems geonav,3.0,Geocomp Systems GeoNav,tech
17-1022.00,geodetic software,3.0,Geodetic software,tech
17-1022.00,geographic information system gis software,3.0,Geographic information system GIS software,tech
17-1022.00,geographic information system gis systems,3.0,Geographic information system GIS systems,tech
17-1022.00,geomechanical design analysis gda software,3.0,Geomechanical design analysis GDA software,tech
17-1022.00,global positioning system gps software,3.0,Global positioning system GPS software,tech
17-1022.00,hypack hysweep,3.0,HYPACK HYSWEEP,tech
17-1022.00,hypack max,3.0,HYPACK MAX,tech
17-1022.00,instructing,3.0,Instructing,skill
17-1022.00,internet browser software,3.0,Internet browser software,tech
17-1022.00,judgment and decision making,3.25,Judgment and Decision Making,skill
17-1022.00,latitude software,3.0,Latitude software,tech
17-1022.00,learning strategies,3.12,Learning Strategies,skill
17-1022.00,management of personnel resources,2.88,Management of Personnel Resources,skill
17-1022.00,mathematics,4.0,Mathematics,skill
17-1022.00,microsoft excel,3.0,Microsoft Excel,tech
17-1022.00,microsoft office software,3.0,Microsoft Office software,tech
17-1022.00,microsoft word,3.0,Microsoft Word,tech
17-1022.00,microsurvey fieldgenius,3.0,MicroSurvey FieldGenius,tech
17-1022.00,microsurveycad,3.0,MicroSurveyCAD,tech
17-1022.00,monitoring,3.0,Monitoring,skill
17-1022.00,negotiation,2.5,Negotiation,skill
17-1022.00,noaa shoreline data explorer,3.0,NOAA Shoreline Data Explorer,tech
17-1022.00,operation and control,2.75,Operation and Control,skill
17-1022.00,operations monitoring,2.75,Operations Monitoring,skill
17-1022.00,pc-mapper software,3.0,PC-Mapper software,tech
17-1022.00,persuasion,2.5,Persuasion,skill
17-1022.00,project analysis and costing software,3.0,Project analysis and costing software,tech
17-1022.00,project data integration software,3.0,Project data integration software,tech
17-1022.00,quality control analysis,2.5,Quality Control Analysis,skill
17-1022.00,reading comprehension,3.88,Reading Comprehension,skill
17-1022.00,science,2.62,Science,skill
